Date;Country;Cases;Deaths;Population;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline;walking;driving;;
14/06/2021;Germany;549;10;83166711;-1.0;15.0;129.0;-16.0;-14.0;3.0;139.02;126.95;;
14/06/2021;Greece;297;17;10718565;6.0;39.0;120.0;-13.0;-15.0;-1.0;190.36;159.57;;
14/06/2021;Hungary;255;21;9769526;13.0;23.0;98.0;-3.0;-14.0;2.0;110.95;136.9;;
14/06/2021;Ireland;304;0;4964440;-8.0;23.0;90.0;-41.0;-35.0;7.0;87.22;118.67;;
14/06/2021;Italy;1390;26;59641488;-2.0;15.0;68.0;-21.0;-20.0;2.0;112.94;136.61;;
14/06/2021;Latvia;90;5;1907675;2.0;16.0;127.0;-14.0;-28.0;0.0;137.61;128.93;;
14/06/2021;Lithuania;66;3;2794090;-4.0;49.0;160.0;-1.0;-18.0;-1.0;196.17;131.34;;
14/06/2021;Luxembourg;0;0;626108;-6.0;10.0;72.0;-11.0;-15.0;6.0;123.12;107.81;;
14/06/2021;Netherlands;1040;2;17407585;2.0;14.0;157.0;-33.0;-24.0;5.0;106.4;108.87;;
14/06/2021;Norway;0;0;5367580;7.0;12.0;48.0;-32.0;-22.0;5.0;131.59;157.42;;
14/06/2021;Poland;226;11;37958138;10.0;21.0;101.0;-4.0;-3.0;-1.0;134.2;131.27;;
14/06/2021;Portugal;707;2;10295909;-3.0;28.0;31.0;-23.0;-11.0;5.0;112.19;124.25;;
14/06/2021;Romania;69;30;19328838;-3.0;22.0;9.0;-10.0;-14.0;-2.0;141.03;114.23;;
14/06/2021;Slovakia;182;3;5457873;9.0;27.0;71.0;-3.0;-6.0;1.0;143.83;123.88;;
14/06/2021;Slovenia;91;4;2095861;7.0;17.0;102.0;0.0;-8.0;0.0;162.57;138.42;;
14/06/2021;Spain;8167;16;47332614;-10.0;12.0;33.0;-12.0;-17.0;2.0;108.03;127.71;;
14/06/2021;Sweden;0;4;10327589;2.0;13.0;103.0;-33.0;-28.0;6.0;138.91;158.91;;
15/06/2021;Austria;64;2;8901064;-12.0;13.0;95.0;-10.0;-12.0;1.0;118.93;133.4;;
15/06/2021;Belgium;533;6;11522440;7.0;25.0;101.0;-11.0;-16.0;7.0;123.74;123.46;;
15/06/2021;Bulgaria;157;15;6951482;-8.0;23.0;23.0;27.0;-13.0;-2.0;150.01;118.57;;
15/06/2021;Croatia;18;20;4058165;16.0;37.0;170.0;0.0;-4.0;-2.0;281.56;208.66;;
15/06/2021;Czechia;188;3;10693939;7.0;33.0;73.0;9.0;-4.0;0.0;103.65;144.32;;
15/06/2021;Denmark;237;1;5822763;16.0;12.0;178.0;-16.0;-13.0;3.0;152.6;149.88;;
15/06/2021;Estonia;61;0;1328976;20.0;24.0;104.0;-1.0;-20.0;1.0;201.95;174.84;;
15/06/2021;Finland;29;0;5525292;11.0;21.0;164.0;-29.0;-36.0;5.0;156.79;175.53;;
15/06/2021;France;689;63;67320216;-4.0;22.0;88.0;-7.0;-17.0;3.0;116.0;134.01;;
15/06/2021;Germany;652;93;83166711;-3.0;19.0;130.0;-15.0;-12.0;4.0;142.17;125.95;;
15/06/2021;Greece;468;21;10718565;2.0;41.0;97.0;-14.0;-13.0;-1.0;193.64;165.75;;
15/06/2021;Hungary;57;10;9769526;17.0;22.0;128.0;2.0;-14.0;1.0;135.25;149.83;;
15/06/2021;Ireland;235;0;4964440;-9.0;23.0;99.0;-40.0;-33.0;7.0;95.49;122.42;;
15/06/2021;Italy;907;36;59641488;1.0;17.0;76.0;-19.0;-20.0;2.0;117.58;139.75;;
15/06/2021;Latvia;74;0;1907675;1.0;18.0;122.0;-15.0;-26.0;1.0;140.66;132.01;;
15/06/2021;Lithuania;130;6;2794090;-6.0;52.0;120.0;-2.0;-16.0;0.0;190.19;137.05;;
15/06/2021;Luxembourg;39;0;626108;-4.0;13.0;78.0;-6.0;-15.0;5.0;124.14;110.27;;
15/06/2021;Netherlands;852;3;17407585;5.0;22.0;167.0;-33.0;-22.0;6.0;110.75;109.07;;
15/06/2021;Norway;403;0;5367580;15.0;16.0;102.0;-24.0;-21.0;4.0;150.14;156.49;;
15/06/2021;Poland;139;1;37958138;10.0;25.0;123.0;-4.0;-2.0;-1.0;136.96;132.96;;
15/06/2021;Portugal;625;0;10295909;-5.0;22.0;18.0;-24.0;-11.0;6.0;112.06;118.2;;
15/06/2021;Romania;50;27;19328838;-3.0;25.0;1.0;-11.0;-12.0;-2.0;138.6;117.48;;
15/06/2021;Slovakia;68;2;5457873;10.0;28.0;104.0;0.0;-5.0;-1.0;148.53;128.48;;
15/06/2021;Slovenia;24;0;2095861;9.0;19.0;100.0;4.0;-7.0;-1.0;177.2;138.55;;
15/06/2021;Spain;3432;62;47332614;-11.0;13.0;34.0;-11.0;-16.0;2.0;110.27;129.3;;
15/06/2021;Sweden;0;2;10327589;5.0;13.0;174.0;-28.0;-27.0;5.0;144.46;162.73;;
16/06/2021;Austria;-171;6;8901064;-12.0;13.0;89.0;-10.0;-13.0;0.0;120.37;137.06;;
16/06/2021;Belgium;420;6;11522440;4.0;20.0;99.0;-10.0;-15.0;5.0;127.25;129.48;;
16/06/2021;Bulgaria;161;17;6951482;-1.0;27.0;47.0;26.0;-20.0;-2.0;160.4;122.16;;
16/06/2021;Croatia;96;8;4058165;18.0;42.0;170.0;-3.0;-6.0;-3.0;307.31;226.19;;
16/06/2021;Czechia;199;25;10693939;5.0;30.0;75.0;9.0;-5.0;0.0;107.74;149.04;;
16/06/2021;Denmark;222;1;5822763;15.0;10.0;207.0;-17.0;-14.0;2.0;159.73;156.15;;
16/06/2021;Estonia;59;0;1328976;20.0;28.0;147.0;3.0;-21.0;0.0;199.71;171.3;;
16/06/2021;Finland;73;0;5525292;10.0;19.0;232.0;-27.0;-36.0;4.0;160.93;174.44;;
16/06/2021;France;3235;80;67320216;-10.0;17.0;75.0;-10.0;-18.0;3.0;110.65;135.11;;
16/06/2021;Germany;1455;137;83166711;-3.0;15.0;143.0;-16.0;-13.0;3.0;140.17;130.63;;
16/06/2021;Greece;794;22;10718565;7.0;39.0;123.0;-22.0;-16.0;-1.0;198.73;179.64;;
16/06/2021;Hungary;107;9;9769526;11.0;23.0;94.0;-4.0;-19.0;2.0;115.8;150.65;;
16/06/2021;Ireland;267;0;4964440;-11.0;22.0;73.0;-40.0;-34.0;7.0;91.16;123.75;;
16/06/2021;Italy;1253;63;59641488;-2.0;16.0;70.0;-20.0;-20.0;2.0;118.48;140.28;;
16/06/2021;Latvia;143;8;1907675;4.0;19.0;149.0;-10.0;-27.0;-1.0;142.37;136.03;;
16/06/2021;Lithuania;130;4;2794090;-1.0;55.0;176.0;2.0;-17.0;-2.0;207.0;145.72;;
16/06/2021;Luxembourg;21;0;626108;-10.0;11.0;59.0;-8.0;-16.0;5.0;124.95;113.6;;
16/06/2021;Netherlands;1030;1;17407585;1.0;15.0;197.0;-29.0;-21.0;4.0;116.08;115.84;;
16/06/2021;Norway;196;0;5367580;13.0;16.0;83.0;-26.0;-22.0;4.0;147.81;158.49;;
16/06/2021;Poland;211;52;37958138;15.0;26.0;131.0;-3.0;-4.0;-2.0;140.98;139.49;;
16/06/2021;Portugal;973;2;10295909;-1.0;29.0;27.0;-21.0;-11.0;5.0;113.71;122.63;;
16/06/2021;Romania;103;96;19328838;2.0;28.0;10.0;-7.0;-13.0;-3.0;150.91;119.96;;
16/06/2021;Slovakia;38;5;5457873;12.0;30.0;101.0;-2.0;-7.0;0.0;156.43;136.77;;
16/06/2021;Slovenia;116;0;2095861;8.0;19.0;96.0;1.0;-8.0;-1.0;177.38;151.05;;
16/06/2021;Spain;3832;36;47332614;-11.0;14.0;26.0;-12.0;-17.0;2.0;112.3;131.95;;
16/06/2021;Sweden;0;2;10327589;5.0;14.0;188.0;-29.0;-28.0;5.0;150.64;168.5;;
17/06/2021;Austria;181;5;8901064;-15.0;12.0;69.0;-12.0;-14.0;0.0;120.49;139.0;;
17/06/2021;Belgium;450;7;11522440;-2.0;20.0;67.0;-14.0;-17.0;7.0;124.89;125.29;;
17/06/2021;Bulgaria;95;25;6951482;0.0;26.0;55.0;29.0;-15.0;-4.0;156.01;125.82;;
17/06/2021;Croatia;146;2;4058165;18.0;34.0;178.0;2.0;-7.0;-4.0;305.51;231.61;;
17/06/2021;Czechia;134;3;10693939;2.0;29.0;74.0;4.0;-6.0;-1.0;105.49;154.14;;
17/06/2021;Denmark;353;0;5822763;15.0;12.0;269.0;-14.0;-14.0;1.0;176.74;161.38;;
17/06/2021;Estonia;37;1;1328976;19.0;27.0;151.0;-2.0;-22.0;-1.0;196.17;189.3;;
17/06/2021;Finland;103;0;5525292;10.0;21.0;245.0;-27.0;-35.0;3.0;165.94;190.0;;
17/06/2021;France;3058;44;67320216;-10.0;19.0;60.0;-8.0;-16.0;3.0;110.86;133.34;;
17/06/2021;Germany;1330;105;83166711;-11.0;13.0;127.0;-18.0;-15.0;4.0;141.19;134.28;;
17/06/2021;Greece;546;13;10718565;5.0;39.0;118.0;-3.0;-15.0;-2.0;198.14;174.48;;
17/06/2021;Hungary;113;4;9769526;9.0;19.0;82.0;-8.0;-20.0;2.0;115.28;151.87;;
17/06/2021;Ireland;318;0;4964440;-10.0;23.0;73.0;-42.0;-34.0;7.0;93.85;125.03;;
17/06/2021;Italy;1400;52;59641488;-2.0;14.0;68.0;-20.0;-20.0;2.0;121.61;145.4;;
17/06/2021;Latvia;156;11;1907675;0.0;24.0;142.0;-10.0;-28.0;-1.0;139.08;139.7;;
17/06/2021;Lithuania;105;5;2794090;-4.0;52.0;164.0;3.0;-19.0;-3.0;224.47;152.41;;
17/06/2021;Luxembourg;19;0;626108;-9.0;11.0;68.0;-8.0;-14.0;4.0;123.71;113.28;;
17/06/2021;Netherlands;1015;4;17407585;-10.0;13.0;114.0;-37.0;-23.0;6.0;111.12;109.47;;
17/06/2021;Norway;223;1;5367580;15.0;21.0;90.0;-25.0;-21.0;3.0;155.3;167.43;;
17/06/2021;Poland;242;62;37958138;14.0;27.0;144.0;-3.0;-5.0;-2.0;147.0;144.77;;
17/06/2021;Portugal;1350;6;10295909;-4.0;25.0;9.0;-25.0;-13.0;6.0;113.43;125.18;;
17/06/2021;Romania;104;71;19328838;2.0;24.0;17.0;-8.0;-13.0;-4.0;156.49;131.57;;
17/06/2021;Slovakia;105;10;5457873;10.0;28.0;93.0;-4.0;-9.0;-1.0;153.48;139.04;;
17/06/2021;Slovenia;118;8;2095861;10.0;18.0;97.0;3.0;-10.0;-1.0;190.66;162.48;;
17/06/2021;Spain;4197;19;47332614;-13.0;12.0;12.0;-15.0;-18.0;3.0;117.37;136.12;;
17/06/2021;Sweden;2164;1;10327589;4.0;16.0;214.0;-29.0;-29.0;4.0;149.56;174.27;;
18/06/2021;Austria;171;3;8901064;-17.0;10.0;72.0;-12.0;-14.0;0.0;132.55;154.13;;
18/06/2021;Belgium;422;9;11522440;-4.0;18.0;83.0;-11.0;-15.0;7.0;148.47;138.72;;
18/06/2021;Bulgaria;110;23;6951482;-10.0;21.0;23.0;20.0;-21.0;-3.0;174.63;150.91;;
18/06/2021;Croatia;95;3;4058165;10.0;34.0;187.0;4.0;-9.0;-4.0;368.89;290.76;;
18/06/2021;Czechia;158;18;10693939;-6.0;26.0;77.0;3.0;-8.0;-2.0;120.26;178.26;;
18/06/2021;Denmark;331;1;5822763;8.0;6.0;293.0;-14.0;-15.0;1.0;182.42;168.51;;
18/06/2021;Estonia;56;0;1328976;11.0;24.0;163.0;-5.0;-23.0;-2.0;245.95;218.52;;
18/06/2021;Finland;55;0;5525292;6.0;15.0;289.0;-28.0;-36.0;1.0;181.76;210.23;;
18/06/2021;France;2786;56;67320216;-10.0;14.0;64.0;-6.0;-18.0;4.0;122.23;144.78;;
18/06/2021;Germany;1076;91;83166711;-11.0;13.0;128.0;-18.0;-14.0;4.0;157.39;147.14;;
18/06/2021;Greece;512;16;10718565;-2.0;34.0;116.0;2.0;-17.0;-3.0;217.61;200.1;;
18/06/2021;Hungary;106;2;9769526;6.0;19.0;93.0;-8.0;-20.0;1.0;132.69;169.59;;
18/06/2021;Ireland;364;0;4964440;-14.0;21.0;75.0;-40.0;-33.0;6.0;105.87;141.06;;
18/06/2021;Italy;1323;37;59641488;-5.0;13.0;75.0;-19.0;-21.0;1.0;137.41;165.96;;
18/06/2021;Latvia;141;7;1907675;-2.0;19.0;152.0;-13.0;-26.0;-2.0;144.03;155.42;;
18/06/2021;Lithuania;77;3;2794090;-12.0;51.0;193.0;3.0;-20.0;-5.0;239.75;186.93;;
18/06/2021;Luxembourg;18;0;626108;-12.0;15.0;80.0;-7.0;-16.0;5.0;135.67;117.16;;
18/06/2021;Netherlands;1063;3;17407585;-11.0;7.0;116.0;-32.0;-20.0;5.0;122.52;122.56;;
18/06/2021;Norway;181;0;5367580;10.0;12.0;91.0;-21.0;-21.0;2.0;170.36;179.52;;
18/06/2021;Poland;215;46;37958138;8.0;25.0;131.0;-4.0;-5.0;-3.0;173.44;171.24;;
18/06/2021;Portugal;1233;2;10295909;-9.0;24.0;8.0;-25.0;-13.0;6.0;122.09;132.93;;
18/06/2021;Romania;87;87;19328838;-3.0;23.0;1.0;-8.0;3.0;-5.0;148.83;143.53;;
18/06/2021;Slovakia;125;8;5457873;4.0;26.0;111.0;-4.0;-10.0;-1.0;169.52;155.43;;
18/06/2021;Slovenia;83;1;2095861;5.0;14.0;106.0;3.0;-13.0;-2.0;209.81;240.25;;
18/06/2021;Spain;4214;18;47332614;-15.0;9.0;22.0;-14.0;-18.0;1.0;138.83;159.72;;
18/06/2021;Sweden;582;3;10327589;-5.0;5.0;219.0;-28.0;-32.0;4.0;157.76;181.28;;
19/06/2021;Austria;132;1;8901064;-19.0;-2.0;93.0;-9.0;-2.0;-3.0;135.67;141.7;;
19/06/2021;Belgium;267;6;11522440;-8.0;10.0;73.0;-6.0;8.0;3.0;162.47;127.48;;
19/06/2021;Bulgaria;105;7;6951482;-12.0;8.0;19.0;18.0;-12.0;-5.0;163.27;135.06;;
19/06/2021;Croatia;113;3;4058165;7.0;26.0;231.0;17.0;-3.0;-8.0;372.25;332.93;;
19/06/2021;Czechia;143;3;10693939;-10.0;21.0;93.0;5.0;3.0;-6.0;109.59;154.46;;
19/06/2021;Denmark;203;0;5822763;1.0;5.0;246.0;-4.0;7.0;-3.0;166.97;152.64;;
19/06/2021;Estonia;30;0;1328976;2.0;23.0;188.0;2.0;12.0;-10.0;213.16;207.94;;
19/06/2021;Finland;73;0;5525292;0.0;12.0;266.0;-19.0;3.0;-5.0;183.66;197.77;;
19/06/2021;France;2439;68;67320216;-17.0;4.0;49.0;-4.0;-1.0;0.0;119.08;132.86;;
19/06/2021;Germany;1108;99;83166711;-21.0;2.0;131.0;-15.0;5.0;0.0;164.64;131.06;;
19/06/2021;Greece;453;20;10718565;-5.0;21.0;138.0;10.0;-9.0;-6.0;227.99;199.77;;
19/06/2021;Hungary;0;0;9769526;1.0;9.0;110.0;7.0;4.0;-5.0;129.8;154.26;;
19/06/2021;Ireland;307;0;4964440;-18.0;23.0;82.0;-28.0;-5.0;-1.0;111.26;138.2;;
19/06/2021;Italy;1147;35;59641488;-11.0;-1.0;80.0;-9.0;-15.0;-4.0;162.23;173.23;;
19/06/2021;Latvia;108;3;1907675;-5.0;19.0;143.0;4.0;88.0;-13.0;122.65;140.64;;
19/06/2021;Lithuania;74;4;2794090;-21.0;40.0;203.0;-2.0;14.0;-13.0;205.84;154.33;;
19/06/2021;Luxembourg;13;0;626108;-14.0;10.0;100.0;2.0;7.0;0.0;131.94;96.54;;
19/06/2021;Netherlands;885;1;17407585;-10.0;11.0;114.0;-23.0;7.0;1.0;132.62;110.63;;
19/06/2021;Norway;219;0;5367580;4.0;8.0;78.0;-19.0;-3.0;-1.0;165.22;158.47;;
19/06/2021;Poland;190;48;37958138;-2.0;13.0;160.0;3.0;8.0;-6.0;167.39;147.4;;
19/06/2021;Portugal;1298;4;10295909;-18.0;10.0;-1.0;-27.0;-2.0;4.0;123.05;127.71;;
19/06/2021;Romania;70;97;19328838;-10.0;11.0;10.0;-10.0;-7.0;-6.0;141.72;131.27;;
19/06/2021;Slovakia;47;14;5457873;1.0;13.0;107.0;-1.0;1.0;-5.0;145.96;132.03;;
19/06/2021;Slovenia;87;7;2095861;4.0;17.0;116.0;23.0;-1.0;-6.0;178.44;186.1;;
19/06/2021;Spain;0;0;47332614;-23.0;0.0;21.0;-15.0;-11.0;-1.0;144.73;152.05;;
19/06/2021;Sweden;0;1;10327589;-8.0;9.0;246.0;-15.0;6.0;-2.0;147.0;176.44;;
20/06/2021;Austria;149;1;8901064;-18.0;19.0;78.0;-6.0;0.0;-4.0;102.14;144.51;;
20/06/2021;Belgium;129;3;11522440;1.0;18.0;83.0;-3.0;12.0;1.0;123.26;122.61;;
20/06/2021;Bulgaria;41;2;6951482;1.0;9.0;98.0;30.0;-1.0;-9.0;150.35;141.0;;
20/06/2021;Croatia;84;1;4058165;15.0;31.0;218.0;20.0;1.0;-7.0;367.58;309.84;;
20/06/2021;Czechia;64;2;10693939;0.0;20.0;83.0;2.0;7.0;-7.0;83.62;155.73;;
20/06/2021;Denmark;243;2;5822763;10.0;3.0;112.0;-16.0;7.0;-1.0;119.29;143.21;;
20/06/2021;Estonia;25;1;1328976;16.0;32.0;254.0;5.0;6.0;-11.0;181.93;201.22;;
20/06/2021;Finland;115;2;5525292;6.0;23.0;255.0;-24.0;6.0;-7.0;146.45;200.45;;
20/06/2021;France;2624;22;67320216;3.0;33.0;53.0;4.0;12.0;-3.0;89.93;127.21;;
20/06/2021;Germany;842;16;83166711;-9.0;54.0;110.0;-12.0;12.0;0.0;124.11;132.3;;
20/06/2021;Greece;389;20;10718565;6.0;81.0;203.0;7.0;-9.0;-6.0;206.61;202.72;;
20/06/2021;Hungary;0;0;9769526;15.0;20.0;108.0;8.0;6.0;-6.0;98.07;152.84;;
20/06/2021;Ireland;390;0;4964440;-17.0;14.0;68.0;-33.0;-3.0;-1.0;79.55;125.82;;
20/06/2021;Italy;1193;28;59641488;-18.0;-6.0;44.0;-10.0;-5.0;-4.0;120.31;164.33;;
20/06/2021;Latvia;84;8;1907675;3.0;30.0;242.0;6.0;11.0;-12.0;108.51;137.74;;
20/06/2021;Lithuania;51;2;2794090;-16.0;48.0;225.0;2.0;14.0;-15.0;167.08;151.05;;
20/06/2021;Luxembourg;0;0;626108;-9.0;24.0;99.0;-3.0;12.0;0.0;96.13;91.25;;
20/06/2021;Netherlands;685;3;17407585;-3.0;8.0;105.0;-20.0;17.0;-1.0;97.75;103.79;;
20/06/2021;Norway;0;0;5367580;0.0;23.0;36.0;-22.0;-2.0;-1.0;126.7;177.15;;
20/06/2021;Poland;168;41;37958138;15.0;36.0;160.0;9.0;13.0;-7.0;127.26;153.5;;
20/06/2021;Portugal;1183;1;10295909;-20.0;3.0;-15.0;-30.0;-3.0;6.0;103.98;122.2;;
20/06/2021;Romania;63;96;19328838;-4.0;6.0;48.0;-16.0;-9.0;-6.0;137.23;130.93;;
20/06/2021;Slovakia;65;8;5457873;17.0;20.0;106.0;1.0;4.0;-6.0;125.2;142.36;;
20/06/2021;Slovenia;111;1;2095861;-12.0;-76.0;104.0;12.0;-6.0;-6.0;147.43;185.02;;
20/06/2021;Spain;0;0;47332614;-23.0;17.0;7.0;-18.0;-9.0;-1.0;107.24;141.28;;
20/06/2021;Sweden;0;3;10327589;-1.0;8.0;203.0;-22.0;6.0;-3.0;123.61;180.33;;
21/06/2021;Austria;109;0;8901064;-14.0;9.0;70.0;-15.0;-14.0;1.0;114.71;133.51;;
21/06/2021;Belgium;478;5;11522440;5.0;17.0;40.0;-16.0;-20.0;7.0;124.0;126.56;;
21/06/2021;Bulgaria;27;1;6951482;0.0;21.0;69.0;24.0;-16.0;-5.0;161.15;120.25;;
21/06/2021;Croatia;58;5;4058165;23.0;45.0;286.0;-10.0;-38.0;-1.0;384.42;272.52;;
21/06/2021;Czechia;57;0;10693939;-2.0;25.0;49.0;1.0;-7.0;1.0;95.33;143.19;;
21/06/2021;Denmark;189;0;5822763;16.0;10.0;125.0;-18.0;-17.0;3.0;160.29;153.73;;
21/06/2021;Estonia;12;0;1328976;28.0;38.0;227.0;0.0;-29.0;-1.0;204.81;197.42;;
21/06/2021;Finland;65;0;5525292;14.0;26.0;295.0;-29.0;-40.0;2.0;159.55;184.33;;
21/06/2021;France;1815;14;67320216;-2.0;15.0;95.0;-6.0;-20.0;3.0;135.56;140.88;;
21/06/2021;Germany;346;10;83166711;-6.0;13.0;88.0;-19.0;-16.0;4.0;130.64;126.61;;
21/06/2021;Greece;247;14;10718565;11.0;-6.0;251.0;-4.0;-54.0;-3.0;205.69;223.17;;
21/06/2021;Hungary;202;9;9769526;7.0;18.0;79.0;-10.0;-21.0;3.0;118.19;146.18;;
21/06/2021;Ireland;281;0;4964440;-8.0;21.0;104.0;-42.0;-35.0;7.0;90.84;125.37;;
21/06/2021;Italy;881;17;59641488;-3.0;12.0;74.0;-21.0;-22.0;1.0;118.63;144.84;;
21/06/2021;Latvia;74;3;1907675;8.0;27.0;171.0;-12.0;-33.0;-2.0;127.62;141.22;;
21/06/2021;Lithuania;28;1;2794090;-4.0;56.0;194.0;-5.0;-23.0;-3.0;207.74;146.72;;
21/06/2021;Luxembourg;0;0;626108;-7.0;15.0;63.0;-12.0;-18.0;6.0;113.82;106.59;;
21/06/2021;Netherlands;698;0;17407585;-10.0;6.0;54.0;-38.0;-26.0;7.0;96.99;107.93;;
21/06/2021;Norway;0;0;5367580;17.0;16.0;81.0;-28.0;-31.0;5.0;148.0;175.95;;
21/06/2021;Poland;133;5;37958138;10.0;21.0;111.0;-9.0;-8.0;-1.0;137.05;139.72;;
21/06/2021;Portugal;941;3;10295909;-5.0;25.0;19.0;-26.0;-16.0;7.0;120.89;124.1;;
21/06/2021;Romania;53;18;19328838;-2.0;8.0;58.0;-33.0;-68.0;3.0;150.76;139.12;;
21/06/2021;Slovakia;47;6;5457873;11.0;27.0;84.0;-4.0;-9.0;0.0;146.94;133.43;;
21/06/2021;Slovenia;19;2;2095861;11.0;18.0;119.0;-1.0;-14.0;-1.0;204.01;156.11;;
21/06/2021;Spain;7209;37;47332614;-7.0;11.0;36.0;-13.0;-21.0;2.0;121.12;138.13;;
21/06/2021;Sweden;660;2;10327589;7.0;16.0;145.0;-32.0;-34.0;6.0;141.41;168.13;;
22/06/2021;Austria;118;2;8901064;-13.0;12.0;88.0;-12.0;-13.0;1.0;118.34;138.98;;
22/06/2021;Belgium;369;3;11522440;1.0;17.0;37.0;-19.0;-21.0;8.0;129.08;130.3;;
22/06/2021;Bulgaria;120;10;6951482;-2.0;20.0;62.0;25.0;-16.0;-4.0;161.68;125.59;;
22/06/2021;Croatia;11;8;4058165;-10.0;-3.0;282.0;-31.0;-71.0;7.0;344.2;264.3;;
22/06/2021;Czechia;110;3;10693939;4.0;30.0;53.0;4.0;-7.0;1.0;100.23;146.64;;
22/06/2021;Denmark;149;1;5822763;18.0;11.0;200.0;-13.0;-15.0;2.0;161.37;157.7;;
22/06/2021;Estonia;37;1;1328976;27.0;47.0;252.0;6.0;-36.0;-3.0;181.05;210.7;;
22/06/2021;Finland;45;0;5525292;11.0;26.0;276.0;-29.0;-40.0;3.0;154.81;185.11;;
22/06/2021;France;487;40;67320216;-9.0;13.0;64.0;-11.0;-19.0;4.0;105.57;133.21;;
22/06/2021;Germany;455;77;83166711;-7.0;14.0;87.0;-17.0;-14.0;5.0;131.88;128.45;;
22/06/2021;Greece;206;17;10718565;5.0;41.0;131.0;-1.0;-16.0;-4.0;215.5;183.52;;
22/06/2021;Hungary;54;4;9769526;8.0;18.0;94.0;-9.0;-22.0;2.0;130.37;152.92;;
22/06/2021;Ireland;256;0;4964440;-9.0;21.0;99.0;-41.0;-34.0;7.0;90.5;123.87;;
22/06/2021;Italy;484;21;59641488;0.0;13.0;81.0;-20.0;-21.0;1.0;122.59;149.06;;
22/06/2021;Latvia;40;0;1907675;16.0;44.0;183.0;-9.0;-35.0;-4.0;110.93;141.82;;
22/06/2021;Lithuania;59;4;2794090;-3.0;58.0;178.0;0.0;-22.0;-3.0;208.25;151.95;;
22/06/2021;Luxembourg;19;0;626108;2.0;20.0;51.0;-6.0;-19.0;2.0;136.3;112.72;;
22/06/2021;Netherlands;558;1;17407585;1.0;16.0;122.0;-36.0;-23.0;6.0;110.16;111.22;;
22/06/2021;Norway;434;0;5367580;18.0;17.0;111.0;-26.0;-31.0;4.0;159.53;178.93;;
22/06/2021;Poland;73;1;37958138;7.0;22.0;98.0;-10.0;-9.0;1.0;135.71;144.67;;
22/06/2021;Portugal;756;3;10295909;-2.0;28.0;25.0;-24.0;-16.0;6.0;120.53;125.39;;
22/06/2021;Romania;26;65;19328838;-2.0;20.0;23.0;-13.0;-20.0;-3.0;158.96;125.11;;
22/06/2021;Slovakia;35;4;5457873;11.0;26.0;105.0;-1.0;-9.0;-1.0;157.23;139.39;;
22/06/2021;Slovenia;65;1;2095861;11.0;19.0;119.0;0.0;-14.0;-1.0;210.69;163.55;;
22/06/2021;Spain;4040;30;47332614;-8.0;13.0;34.0;-12.0;-21.0;2.0;125.21;141.1;;
22/06/2021;Sweden;505;3;10327589;10.0;19.0;176.0;-30.0;-33.0;5.0;140.63;172.48;;
23/06/2021;Austria;108;4;8901064;-12.0;12.0;76.0;-12.0;-13.0;1.0;121.76;141.54;;
23/06/2021;Belgium;392;5;11522440;9.0;18.0;72.0;-14.0;-22.0;5.0;152.41;139.38;;
23/06/2021;Bulgaria;94;8;6951482;1.0;23.0;67.0;26.0;-16.0;-5.0;172.34;135.73;;
23/06/2021;Croatia;75;6;4058165;16.0;44.0;243.0;-10.0;-24.0;-2.0;358.74;261.45;;
23/06/2021;Czechia;133;6;10693939;4.0;29.0;64.0;8.0;-6.0;0.0;111.58;152.7;;
23/06/2021;Denmark;155;0;5822763;13.0;10.0;241.0;-15.0;-15.0;1.0;161.72;157.0;;
23/06/2021;Estonia;25;0;1328976;-16.0;34.0;272.0;-16.0;-80.0;3.0;149.17;173.76;;
23/06/2021;Finland;110;0;5525292;12.0;32.0;266.0;-30.0;-39.0;3.0;134.36;184.43;;
23/06/2021;France;2204;51;67320216;-9.0;15.0;66.0;-10.0;-19.0;3.0;123.62;139.3;;
23/06/2021;Germany;1016;51;83166711;-4.0;13.0;99.0;-16.0;-14.0;4.0;136.84;127.75;;
23/06/2021;Greece;395;16;10718565;9.0;36.0;150.0;-4.0;-15.0;-3.0;214.23;187.5;;
23/06/2021;Hungary;91;8;9769526;9.0;19.0;110.0;-6.0;-21.0;2.0;159.75;165.69;;
23/06/2021;Ireland;290;0;4964440;-14.0;19.0;51.0;-43.0;-35.0;8.0;89.68;128.04;;
23/06/2021;Italy;834;31;59641488;-1.0;13.0;80.0;-19.0;-21.0;1.0;124.06;150.62;;
23/06/2021;Latvia;125;1;1907675;-12.0;28.0;228.0;-22.0;-81.0;-2.0;88.18;125.74;;
23/06/2021;Lithuania;60;0;2794090;3.0;75.0;226.0;3.0;-23.0;-7.0;198.02;159.94;;
23/06/2021;Luxembourg;12;0;626108;-52.0;-71.0;48.0;-51.0;-84.0;21.0;92.49;85.98;;
23/06/2021;Netherlands;686;3;17407585;1.0;13.0;119.0;-32.0;-21.0;5.0;115.18;115.08;;
23/06/2021;Norway;213;0;5367580;12.0;20.0;177.0;-22.0;-32.0;2.0;161.47;174.27;;
23/06/2021;Poland;190;29;37958138;12.0;26.0;103.0;-7.0;-8.0;0.0;139.59;137.23;;
