Date;Country;Cases;Deaths;Population;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline;walking;driving;;
12/04/2021;France;5008;176;67320216;-40.0;2.0;13.0;-39.0;-40.0;14.0;61.98;86.08;;
12/04/2021;Germany;13245;99;83166711;-36.0;0.0;13.0;-34.0;-24.0;10.0;90.33;91.11;;
12/04/2021;Greece;1717;52;10718565;-35.0;16.0;65.0;-36.0;-28.0;6.0;81.87;76.1;;
12/04/2021;Hungary;5077;291;9769526;-20.0;6.0;21.0;-30.0;-31.0;11.0;60.26;88.15;;
12/04/2021;Ireland;302;2;4964440;-37.0;5.0;27.0;-56.0;-39.0;12.0;44.68;70.71;;
12/04/2021;Italy;15737;331;59641488;-37.0;-3.0;-30.0;-41.0;-23.0;11.0;50.99;74.25;;
12/04/2021;Latvia;368;0;1907675;-19.0;-2.0;48.0;-32.0;-33.0;7.0;98.6;90.35;;
12/04/2021;Lithuania;865;16;2794090;-31.0;26.0;61.0;-28.0;-27.0;6.0;114.4;93.05;;
12/04/2021;Luxembourg;0;0;626108;-27.0;1.0;7.0;-33.0;-40.0;13.0;95.77;85.84;;
12/04/2021;Netherlands;8210;17;17407585;-33.0;-2.0;33.0;-46.0;-29.0;11.0;76.98;83.05;;
12/04/2021;Norway;0;0;5367580;-19.0;-1.0;13.0;-43.0;-28.0;10.0;92.5;99.18;;
12/04/2021;Poland;21733;245;37958138;-30.0;0.0;9.0;-36.0;-25.0;9.0;79.74;87.16;;
12/04/2021;Portugal;566;6;10295909;-30.0;10.0;-8.0;-43.0;-25.0;11.0;53.24;71.48;;
12/04/2021;Romania;3302;129;19328838;-18.0;5.0;7.0;-24.0;-29.0;1.0;120.71;90.31;;
12/04/2021;Slovakia;840;78;5457873;-36.0;6.0;32.0;-34.0;-26.0;8.0;84.73;77.62;;
12/04/2021;Slovenia;549;1;2095861;-36.0;-4.0;-23.0;-26.0;-15.0;9.0;90.92;80.91;;
12/04/2021;Spain;22744;197;47332614;-26.0;0.0;11.0;-23.0;-20.0;5.0;67.9;81.44;;
12/04/2021;Sweden;3473;17;10327589;-19.0;-3.0;18.0;-39.0;-27.0;10.0;91.93;107.28;;
13/04/2021;Austria;1770;37;8901064;-50.0;-5.0;-32.0;-40.0;-28.0;12.0;63.36;83.46;;
13/04/2021;Belgium;4335;37;11522440;-29.0;12.0;95.0;-38.0;-43.0;14.0;114.53;105.68;;
13/04/2021;Bulgaria;3122;201;6951482;-29.0;7.0;-7.0;-6.0;-23.0;2.0;97.18;83.86;;
13/04/2021;Croatia;422;25;4058165;-31.0;4.0;-13.0;-38.0;-23.0;8.0;90.84;87.8;;
13/04/2021;Czechia;3853;120;10693939;-39.0;14.0;-11.0;-29.0;-25.0;11.0;55.17;96.03;;
13/04/2021;Denmark;514;2;5822763;-10.0;0.0;79.0;-33.0;-28.0;8.0;116.2;118.08;;
13/04/2021;Estonia;637;0;1328976;-30.0;4.0;27.0;-31.0;-33.0;11.0;99.09;100.32;;
13/04/2021;Finland;225;4;5525292;-24.0;4.0;37.0;-43.0;-23.0;9.0;99.55;110.12;;
13/04/2021;France;46289;385;67320216;-41.0;6.0;25.0;-37.0;-40.0;14.0;64.17;85.49;;
13/04/2021;Germany;10810;294;83166711;-37.0;2.0;34.0;-33.0;-23.0;11.0;90.77;89.99;;
13/04/2021;Greece;1606;76;10718565;-41.0;19.0;32.0;-38.0;-29.0;7.0;85.07;77.46;;
13/04/2021;Hungary;2837;272;9769526;-31.0;-1.0;-31.0;-39.0;-33.0;14.0;54.22;88.1;;
13/04/2021;Ireland;385;0;4964440;-36.0;9.0;67.0;-52.0;-39.0;12.0;49.63;73.13;;
13/04/2021;Italy;9780;358;59641488;-32.0;4.0;-8.0;-36.0;-22.0;10.0;56.87;78.28;;
13/04/2021;Latvia;210;4;1907675;-22.0;-2.0;25.0;-37.0;-33.0;8.0;83.97;86.22;;
13/04/2021;Lithuania;610;10;2794090;-36.0;26.0;8.0;-32.0;-27.0;8.0;112.93;91.84;;
13/04/2021;Luxembourg;230;4;626108;-26.0;3.0;18.0;-29.0;-39.0;12.0;103.42;87.16;;
13/04/2021;Netherlands;6672;20;17407585;-30.0;7.0;71.0;-46.0;-29.0;11.0;81.85;83.08;;
13/04/2021;Norway;1661;3;5367580;-17.0;3.0;29.0;-42.0;-27.0;10.0;94.65;96.36;;
13/04/2021;Poland;12016;60;37958138;-34.0;1.0;0.0;-39.0;-26.0;10.0;75.36;86.24;;
13/04/2021;Portugal;271;2;10295909;-33.0;9.0;-22.0;-44.0;-25.0;12.0;49.73;69.56;;
13/04/2021;Romania;2323;113;19328838;-20.0;8.0;-6.0;-25.0;-29.0;1.0;111.32;89.12;;
13/04/2021;Slovakia;1784;65;5457873;-47.0;1.0;-26.0;-44.0;-28.0;11.0;76.76;80.32;;
13/04/2021;Slovenia;288;3;2095861;-42.0;-9.0;-32.0;-28.0;-16.0;10.0;93.91;82.89;;
13/04/2021;Spain;6292;100;47332614;-29.0;4.0;-1.0;-22.0;-16.0;5.0;67.53;81.18;;
13/04/2021;Sweden;8872;20;10327589;-19.0;-2.0;37.0;-37.0;-27.0;9.0;93.41;107.49;;
14/04/2021;Austria;2032;51;8901064;-47.0;0.0;-11.0;-36.0;-27.0;10.0;67.79;85.13;;
14/04/2021;Belgium;3930;39;11522440;-33.0;4.0;69.0;-37.0;-41.0;12.0;111.28;107.55;;
14/04/2021;Bulgaria;2944;127;6951482;-28.0;8.0;-7.0;-4.0;-22.0;3.0;105.53;84.83;;
14/04/2021;Croatia;1936;25;4058165;-22.0;15.0;21.0;-31.0;-22.0;5.0;106.52;90.56;;
14/04/2021;Czechia;5087;86;10693939;-38.0;14.0;-2.0;-25.0;-24.0;10.0;58.69;99.26;;
14/04/2021;Denmark;563;3;5822763;-11.0;-1.0;101.0;-33.0;-28.0;8.0;122.87;120.05;;
14/04/2021;Estonia;549;12;1328976;-29.0;7.0;47.0;-28.0;-33.0;10.0;105.3;103.83;;
14/04/2021;Finland;286;1;5525292;-21.0;7.0;74.0;-40.0;-22.0;8.0;106.07;114.36;;
14/04/2021;France;34343;345;67320216;-46.0;2.0;17.0;-37.0;-37.0;12.0;63.04;85.81;;
14/04/2021;Germany;21693;342;83166711;-36.0;2.0;34.0;-33.0;-23.0;10.0;90.03;91.03;;
14/04/2021;Greece;4017;93;10718565;-38.0;20.0;52.0;-37.0;-28.0;7.0;85.02;79.65;;
14/04/2021;Hungary;3597;285;9769526;-29.0;4.0;-14.0;-35.0;-32.0;13.0;58.92;91.17;;
14/04/2021;Ireland;354;18;4964440;-37.0;10.0;73.0;-51.0;-39.0;12.0;53.12;79.17;;
14/04/2021;Italy;13439;476;59641488;-32.0;4.0;5.0;-34.0;-21.0;9.0;59.9;79.4;;
14/04/2021;Latvia;537;12;1907675;-21.0;-2.0;34.0;-32.0;-32.0;7.0;84.23;86.82;;
14/04/2021;Lithuania;1106;16;2794090;-36.0;25.0;11.0;-32.0;-27.0;7.0;101.76;91.61;;
14/04/2021;Luxembourg;182;5;626108;-32.0;0.0;5.0;-30.0;-40.0;12.0;105.27;87.3;;
14/04/2021;Netherlands;6677;31;17407585;-33.0;4.0;57.0;-43.0;-26.0;10.0;82.31;85.38;;
14/04/2021;Norway;648;1;5367580;-18.0;3.0;38.0;-41.0;-27.0;10.0;103.06;100.7;;
14/04/2021;Poland;13203;645;37958138;-35.0;-1.0;-13.0;-39.0;-26.0;10.0;72.44;88.57;;
14/04/2021;Portugal;408;5;10295909;-31.0;8.0;-12.0;-41.0;-25.0;11.0;48.5;71.01;;
14/04/2021;Romania;3883;193;19328838;-24.0;6.0;-39.0;-31.0;-30.0;4.0;89.97;87.64;;
14/04/2021;Slovakia;1761;86;5457873;-44.0;6.0;-13.0;-41.0;-27.0;11.0;85.14;80.77;;
14/04/2021;Slovenia;1051;5;2095861;-35.0;0.0;12.0;-20.0;-14.0;7.0;109.67;85.93;;
14/04/2021;Spain;10474;131;47332614;-29.0;5.0;0.0;-22.0;-16.0;6.0;69.42;82.61;;
14/04/2021;Sweden;7095;28;10327589;-17.0;-1.0;59.0;-36.0;-26.0;9.0;97.23;111.24;;
15/04/2021;Austria;2855;31;8901064;-48.0;-1.0;-17.0;-36.0;-27.0;10.0;69.42;86.94;;
15/04/2021;Belgium;3834;42;11522440;-35.0;11.0;65.0;-39.0;-42.0;15.0;110.81;107.45;;
15/04/2021;Bulgaria;2517;125;6951482;-24.0;12.0;5.0;0.0;-21.0;2.0;101.37;83.58;;
15/04/2021;Croatia;3099;41;4058165;-17.0;15.0;37.0;-27.0;-20.0;4.0;115.9;96.68;;
15/04/2021;Czechia;3723;105;10693939;-41.0;14.0;-18.0;-29.0;-24.0;11.0;54.9;99.78;;
15/04/2021;Denmark;663;1;5822763;-10.0;1.0;109.0;-33.0;-26.0;8.0;120.16;120.19;;
15/04/2021;Estonia;571;8;1328976;-29.0;6.0;44.0;-29.0;-33.0;10.0;108.12;103.97;;
15/04/2021;Finland;400;2;5525292;-20.0;10.0;73.0;-40.0;-21.0;8.0;110.73;119.64;;
15/04/2021;France;31734;297;67320216;-45.0;4.0;14.0;-38.0;-39.0;14.0;62.98;85.37;;
15/04/2021;Germany;29426;293;83166711;-38.0;4.0;28.0;-33.0;-22.0;10.0;91.78;92.7;;
15/04/2021;Greece;3081;81;10718565;-36.0;22.0;50.0;-35.0;-28.0;7.0;87.19;81.62;;
15/04/2021;Hungary;5307;256;9769526;-28.0;2.0;-13.0;-35.0;-31.0;13.0;60.16;92.17;;
15/04/2021;Ireland;421;9;4964440;-38.0;11.0;49.0;-54.0;-38.0;13.0;53.2;79.75;;
15/04/2021;Italy;16160;469;59641488;-34.0;4.0;-11.0;-36.0;-21.0;10.0;58.12;79.54;;
15/04/2021;Latvia;733;17;1907675;-22.0;2.0;25.0;-32.0;-32.0;8.0;83.03;88.28;;
15/04/2021;Lithuania;1371;5;2794090;-36.0;24.0;3.0;-31.0;-27.0;8.0;104.48;94.9;;
15/04/2021;Luxembourg;272;7;626108;-30.0;3.0;19.0;-30.0;-38.0;12.0;109.4;90.79;;
15/04/2021;Netherlands;5381;26;17407585;-36.0;4.0;44.0;-46.0;-27.0;11.0;84.72;86.1;;
15/04/2021;Norway;739;18;5367580;-16.0;7.0;56.0;-39.0;-26.0;9.0;105.78;104.2;;
15/04/2021;Poland;21266;804;37958138;-35.0;0.0;-22.0;-39.0;-25.0;11.0;71.72;89.27;;
15/04/2021;Portugal;684;8;10295909;-27.0;12.0;-2.0;-41.0;-25.0;11.0;53.56;74.02;;
15/04/2021;Romania;4076;164;19328838;-19.0;10.0;-24.0;-25.0;-27.0;3.0;101.98;90.83;;
15/04/2021;Slovakia;1524;82;5457873;-42.0;9.0;-15.0;-40.0;-26.0;11.0;84.57;82.67;;
15/04/2021;Slovenia;1238;0;2095861;-31.0;3.0;20.0;-17.0;-13.0;7.0;112.22;88.81;;
15/04/2021;Spain;9663;126;47332614;-30.0;3.0;-7.0;-23.0;-17.0;7.0;69.9;84.03;;
15/04/2021;Sweden;7666;25;10327589;-15.0;2.0;62.0;-36.0;-25.0;9.0;97.98;113.64;;
16/04/2021;Austria;2561;33;8901064;-48.0;0.0;-6.0;-38.0;-29.0;11.0;70.5;86.87;;
16/04/2021;Belgium;4056;45;11522440;-40.0;11.0;76.0;-37.0;-41.0;15.0;118.08;111.4;;
16/04/2021;Bulgaria;2185;108;6951482;-21.0;14.0;12.0;4.0;-19.0;0.0;115.1;97.47;;
16/04/2021;Croatia;2927;43;4058165;-20.0;17.0;38.0;-28.0;-20.0;4.0;126.0;110.78;;
16/04/2021;Czechia;3256;88;10693939;-43.0;15.0;-17.0;-29.0;-23.0;11.0;55.65;102.8;;
16/04/2021;Denmark;798;2;5822763;-13.0;0.0;134.0;-34.0;-26.0;7.0;133.22;127.18;;
16/04/2021;Estonia;478;7;1328976;-33.0;7.0;25.0;-33.0;-32.0;9.0;113.55;118.17;;
16/04/2021;Finland;289;5;5525292;-20.0;9.0;92.0;-42.0;-21.0;7.0;118.61;136.93;;
16/04/2021;France;31432;297;67320216;-47.0;0.0;-1.0;-40.0;-40.0;17.0;62.79;84.74;;
16/04/2021;Germany;25831;247;83166711;-38.0;4.0;35.0;-35.0;-22.0;11.0;95.31;95.19;;
16/04/2021;Greece;3822;104;10718565;-44.0;19.0;23.0;-39.0;-28.0;8.0;89.71;85.09;;
16/04/2021;Hungary;5216;241;9769526;-28.0;5.0;1.0;-33.0;-29.0;12.0;64.09;98.62;;
16/04/2021;Ireland;297;8;4964440;-39.0;12.0;36.0;-54.0;-36.0;13.0;57.2;86.64;;
16/04/2021;Italy;16963;380;59641488;-35.0;7.0;-6.0;-35.0;-22.0;10.0;61.72;81.05;;
16/04/2021;Latvia;643;11;1907675;-18.0;5.0;46.0;-29.0;-30.0;6.0;92.74;105.87;;
16/04/2021;Lithuania;1202;12;2794090;-36.0;28.0;49.0;-25.0;-25.0;5.0;127.02;117.39;;
16/04/2021;Luxembourg;215;1;626108;-35.0;6.0;12.0;-33.0;-39.0;15.0;100.96;86.55;;
16/04/2021;Netherlands;8722;13;17407585;-34.0;5.0;85.0;-41.0;-24.0;9.0;95.1;92.3;;
16/04/2021;Norway;599;1;5367580;-17.0;4.0;64.0;-38.0;-24.0;7.0;107.15;110.28;;
16/04/2021;Poland;21126;682;37958138;-36.0;3.0;-22.0;-39.0;-23.0;10.0;81.59;97.37;;
16/04/2021;Portugal;501;2;10295909;-30.0;13.0;5.0;-38.0;-24.0;10.0;66.51;88.96;;
16/04/2021;Romania;3852;195;19328838;-23.0;7.0;-22.0;-21.0;-12.0;1.0;111.82;99.82;;
16/04/2021;Slovakia;1316;79;5457873;-43.0;10.0;-1.0;-41.0;-24.0;11.0;88.29;81.52;;
16/04/2021;Slovenia;890;1;2095861;-32.0;1.0;36.0;-17.0;-12.0;6.0;114.05;98.97;;
16/04/2021;Spain;10598;99;47332614;-31.0;6.0;-2.0;-23.0;-15.0;6.0;84.41;94.56;;
16/04/2021;Sweden;6440;14;10327589;-17.0;-3.0;72.0;-36.0;-25.0;8.0;106.22;117.98;;
17/04/2021;Austria;2348;30;8901064;-52.0;-7.0;-5.0;-43.0;-20.0;8.0;61.42;72.84;;
17/04/2021;Belgium;2343;30;11522440;-42.0;4.0;83.0;-26.0;-7.0;9.0;121.63;99.28;;
17/04/2021;Bulgaria;2126;121;6951482;-26.0;5.0;-22.0;-10.0;-14.0;0.0;97.01;91.22;;
17/04/2021;Croatia;2698;44;4058165;-24.0;11.0;30.0;-30.0;-12.0;1.0;117.51;104.48;;
17/04/2021;Czechia;3238;79;10693939;-50.0;11.0;-11.0;-28.0;-2.0;5.0;46.94;83.55;;
17/04/2021;Denmark;677;3;5822763;-17.0;0.0;139.0;-30.0;2.0;3.0;134.35;115.88;;
17/04/2021;Estonia;333;18;1328976;-41.0;7.0;64.0;-26.0;-13.0;0.0;122.33;117.7;;
17/04/2021;Finland;380;3;5525292;-23.0;8.0;109.0;-39.0;-1.0;2.0;125.2;131.13;;
17/04/2021;France;32279;331;67320216;-52.0;-4.0;-8.0;-38.0;-20.0;10.0;62.58;74.11;;
17/04/2021;Germany;23804;219;83166711;-47.0;-2.0;46.0;-36.0;-4.0;8.0;96.03;86.51;;
17/04/2021;Greece;3027;91;10718565;-46.0;17.0;43.0;-36.0;-20.0;6.0;98.95;87.96;;
17/04/2021;Hungary;4604;217;9769526;-26.0;3.0;30.0;-17.0;2.0;4.0;61.3;92.23;;
17/04/2021;Ireland;417;11;4964440;-42.0;13.0;74.0;-48.0;-20.0;7.0;71.37;99.26;;
17/04/2021;Italy;15923;429;59641488;-39.0;1.0;5.0;-34.0;-20.0;9.0;68.65;73.81;;
17/04/2021;Latvia;612;12;1907675;-18.0;7.0;83.0;-16.0;-6.0;-4.0;106.42;107.27;;
17/04/2021;Lithuania;1139;9;2794090;-34.0;27.0;86.0;-23.0;3.0;-4.0;136.15;109.73;;
17/04/2021;Luxembourg;197;0;626108;-30.0;5.0;58.0;-18.0;-10.0;6.0;121.46;78.16;;
17/04/2021;Netherlands;8895;12;17407585;-38.0;2.0;93.0;-36.0;0.0;6.0;101.22;83.55;;
17/04/2021;Norway;617;1;5367580;-26.0;0.0;108.0;-33.0;-8.0;2.0;111.76;95.81;;
17/04/2021;Poland;17846;596;37958138;-38.0;0.0;12.0;-34.0;-4.0;5.0;82.06;84.64;;
17/04/2021;Portugal;553;4;10295909;-44.0;2.0;11.0;-39.0;-12.0;8.0;61.2;87.27;;
17/04/2021;Romania;3264;137;19328838;-23.0;6.0;-6.0;-17.0;-6.0;-3.0;97.84;89.1;;
17/04/2021;Slovakia;1586;93;5457873;-46.0;5.0;13.0;-38.0;-2.0;5.0;76.74;65.39;;
17/04/2021;Slovenia;862;1;2095861;-33.0;6.0;18.0;-14.0;-4.0;4.0;88.33;76.29;;
17/04/2021;Spain;0;0;47332614;-33.0;1.0;4.0;-25.0;-12.0;5.0;89.17;94.47;;
17/04/2021;Sweden;4984;20;10327589;-19.0;-2.0;116.0;-28.0;2.0;3.0;110.0;117.65;;
18/04/2021;Austria;2591;23;8901064;-66.0;-27.0;-11.0;-41.0;-23.0;8.0;56.13;76.25;;
18/04/2021;Belgium;1317;34;11522440;-38.0;11.0;96.0;-19.0;-1.0;5.0;102.45;95.95;;
18/04/2021;Bulgaria;1076;38;6951482;-23.0;3.0;10.0;-6.0;-14.0;-1.0;85.93;83.69;;
18/04/2021;Croatia;2627;37;4058165;-33.0;2.0;5.0;-33.0;-16.0;3.0;91.68;91.34;;
18/04/2021;Czechia;6;30;10693939;-44.0;3.0;24.0;-22.0;-1.0;3.0;50.3;91.46;;
18/04/2021;Denmark;724;0;5822763;-3.0;-3.0;149.0;-26.0;5.0;1.0;118.64;117.61;;
18/04/2021;Estonia;543;10;1328976;-33.0;13.0;118.0;-20.0;-13.0;-3.0;116.61;116.03;;
18/04/2021;Finland;0;0;5525292;-20.0;13.0;117.0;-40.0;1.0;1.0;114.13;123.76;;
18/04/2021;France;20400;189;67320216;-48.0;8.0;11.0;-37.0;-12.0;7.0;50.95;71.36;;
18/04/2021;Germany;19185;67;83166711;-48.0;7.0;45.0;-35.0;-4.0;6.0;86.97;88.71;;
18/04/2021;Greece;2411;67;10718565;-50.0;32.0;75.0;-34.0;-24.0;6.0;85.04;85.07;;
18/04/2021;Hungary;3706;205;9769526;-28.0;3.0;-12.0;-25.0;-3.0;5.0;46.89;84.81;;
18/04/2021;Ireland;419;4;4964440;-47.0;2.0;21.0;-58.0;-19.0;9.0;48.41;75.34;;
18/04/2021;Italy;15364;310;59641488;-56.0;-22.0;-27.0;-45.0;-21.0;11.0;48.82;65.62;;
18/04/2021;Latvia;654;6;1907675;-10.0;15.0;164.0;-7.0;0.0;-6.0;95.95;107.43;;
18/04/2021;Lithuania;1228;12;2794090;-27.0;36.0;182.0;-11.0;7.0;-7.0;134.85;113.5;;
18/04/2021;Luxembourg;207;0;626108;-44.0;5.0;34.0;-29.0;-14.0;5.0;76.61;68.97;;
18/04/2021;Netherlands;8272;31;17407585;-37.0;0.0;115.0;-31.0;2.0;3.0;86.19;80.45;;
18/04/2021;Norway;0;0;5367580;-26.0;21.0;74.0;-30.0;-4.0;1.0;105.06;106.16;;
18/04/2021;Poland;15786;617;37958138;-39.0;-5.0;53.0;-26.0;-2.0;4.0;75.46;85.11;;
18/04/2021;Portugal;649;5;10295909;-46.0;-7.0;9.0;-41.0;-10.0;6.0;50.45;81.51;;
18/04/2021;Romania;3474;135;19328838;-24.0;7.0;-24.0;-26.0;-11.0;0.0;81.28;89.54;;
18/04/2021;Slovakia;1642;73;5457873;-47.0;-1.0;20.0;-38.0;-5.0;5.0;75.45;73.28;;
18/04/2021;Slovenia;765;39;2095861;-69.0;-85.0;-13.0;-32.0;-18.0;8.0;80.88;72.53;;
18/04/2021;Spain;0;0;47332614;-33.0;6.0;8.0;-26.0;-11.0;4.0;68.24;84.82;;
18/04/2021;Sweden;2514;16;10327589;-14.0;-3.0;136.0;-31.0;2.0;2.0;99.82;119.5;;
19/04/2021;Austria;2159;34;8901064;-44.0;-4.0;-11.0;-35.0;-25.0;9.0;69.99;87.13;;
19/04/2021;Belgium;5500;50;11522440;-34.0;6.0;36.0;-29.0;-24.0;11.0;92.57;97.07;;
19/04/2021;Bulgaria;418;57;6951482;-28.0;4.0;-20.0;-7.0;-21.0;3.0;90.62;80.66;;
19/04/2021;Croatia;1565;39;4058165;-20.0;12.0;18.0;-31.0;-19.0;5.0;96.62;88.84;;
19/04/2021;Czechia;2364;106;10693939;-38.0;8.0;-2.0;-26.0;-23.0;10.0;56.4;99.21;;
19/04/2021;Denmark;902;3;5822763;-5.0;0.0;159.0;-30.0;-27.0;7.0;129.1;120.66;;
19/04/2021;Estonia;228;8;1328976;-24.0;11.0;82.0;-24.0;-33.0;7.0;127.43;116.23;;
19/04/2021;Finland;498;3;5525292;-9.0;8.0;97.0;-38.0;-21.0;6.0;113.45;116.31;;
19/04/2021;France;4597;140;67320216;-40.0;1.0;39.0;-38.0;-42.0;14.0;63.92;86.42;;
19/04/2021;Germany;11437;92;83166711;-36.0;0.0;40.0;-32.0;-22.0;9.0;92.33;90.48;;
19/04/2021;Greece;1829;65;10718565;-35.0;19.0;48.0;-35.0;-27.0;6.0;85.41;79.55;;
19/04/2021;Hungary;2680;197;9769526;-25.0;1.0;-7.0;-33.0;-27.0;12.0;56.91;88.75;;
19/04/2021;Ireland;270;1;4964440;-37.0;6.0;30.0;-55.0;-37.0;12.0;46.64;69.43;;
19/04/2021;Italy;12688;251;59641488;-31.0;0.0;-2.0;-35.0;-20.0;9.0;58.79;79.93;;
19/04/2021;Latvia;337;5;1907675;-15.0;2.0;67.0;-28.0;-31.0;6.0;94.32;90.29;;
19/04/2021;Lithuania;802;9;2794090;-24.0;30.0;95.0;-20.0;-25.0;4.0;125.29;97.06;;
19/04/2021;Luxembourg;0;0;626108;-27.0;1.0;8.0;-24.0;-23.0;10.0;97.7;82.46;;
19/04/2021;Netherlands;8493;12;17407585;-30.0;2.0;67.0;-44.0;-29.0;10.0;79.47;83.82;;
19/04/2021;Norway;0;0;5367580;-9.0;6.0;86.0;-34.0;-25.0;7.0;112.61;107.91;;
19/04/2021;Poland;12151;207;37958138;-26.0;2.0;41.0;-31.0;-21.0;7.0;88.12;92.36;;
19/04/2021;Portugal;441;3;10295909;-16.0;15.0;-1.0;-33.0;-21.0;7.0;60.35;79.05;;
19/04/2021;Romania;2265;160;19328838;-19.0;6.0;-18.0;-26.0;-29.0;3.0;105.56;92.73;;
19/04/2021;Slovakia;721;63;5457873;-17.0;14.0;1.0;-26.0;-24.0;7.0;88.92;86.53;;
19/04/2021;Slovenia;484;4;2095861;-26.0;1.0;-1.0;-20.0;-14.0;7.0;102.41;88.12;;
19/04/2021;Spain;21071;121;47332614;-26.0;2.0;8.0;-21.0;-15.0;5.0;66.95;79.33;;
19/04/2021;Sweden;2714;15;10327589;-9.0;2.0;103.0;-33.0;-25.0;7.0;104.66;111.62;;
20/04/2021;Austria;1792;32;8901064;-44.0;-1.0;13.0;-32.0;-25.0;9.0;73.31;89.34;;
20/04/2021;Belgium;4493;36;11522440;-31.0;11.0;71.0;-26.0;-24.0;11.0;101.52;100.34;;
20/04/2021;Bulgaria;2434;217;6951482;-21.0;13.0;5.0;1.0;-20.0;2.0;105.89;83.36;;
20/04/2021;Croatia;410;39;4058165;-19.0;12.0;32.0;-28.0;-19.0;5.0;104.89;93.95;;
20/04/2021;Czechia;3319;108;10693939;-32.0;15.0;39.0;-17.0;-23.0;9.0;66.58;106.16;;
20/04/2021;Denmark;741;4;5822763;-3.0;4.0;187.0;-25.0;-25.0;6.0;132.85;123.43;;
20/04/2021;Estonia;535;4;1328976;-24.0;9.0;83.0;-22.0;-34.0;7.0;128.76;117.85;;
20/04/2021;Finland;156;1;5525292;-12.0;9.0;83.0;-37.0;-21.0;7.0;111.74;116.32;;
20/04/2021;France;41366;447;67320216;-40.0;4.0;40.0;-36.0;-41.0;14.0;66.42;87.93;;
20/04/2021;Germany;9609;297;83166711;-33.0;2.0;90.0;-28.0;-21.0;10.0;101.26;93.19;;
20/04/2021;Greece;1606;78;10718565;-35.0;22.0;43.0;-35.0;-27.0;6.0;91.04;82.93;;
20/04/2021;Hungary;1645;199;9769526;-23.0;4.0;12.0;-30.0;-27.0;11.0;62.99;92.71;;
20/04/2021;Ireland;403;0;4964440;-36.0;9.0;47.0;-53.0;-36.0;12.0;49.85;72.68;;
20/04/2021;Italy;8863;316;59641488;-28.0;5.0;16.0;-31.0;-20.0;8.0;63.03;81.94;;
20/04/2021;Latvia;202;3;1907675;-17.0;5.0;67.0;-27.0;-31.0;6.0;92.41;94.66;;
20/04/2021;Lithuania;601;10;2794090;-26.0;33.0;68.0;-19.0;-25.0;5.0;126.65;97.2;;
20/04/2021;Luxembourg;191;1;626108;-22.0;7.0;43.0;-18.0;-23.0;9.0;104.3;89.13;;
20/04/2021;Netherlands;7110;22;17407585;-24.0;12.0;123.0;-41.0;-27.0;10.0;91.36;87.37;;
20/04/2021;Norway;1287;1;5367580;-9.0;8.0;67.0;-35.0;-25.0;8.0;108.53;103.81;;
20/04/2021;Poland;7302;101;37958138;-25.0;6.0;56.0;-28.0;-21.0;7.0;91.72;99.92;;
20/04/2021;Portugal;220;1;10295909;-17.0;15.0;-10.0;-32.0;-21.0;8.0;60.6;77.61;;
20/04/2021;Romania;1768;149;19328838;-20.0;8.0;-26.0;-27.0;-29.0;3.0;107.06;94.27;;
20/04/2021;Slovakia;1469;66;5457873;-20.0;15.0;38.0;-22.0;-23.0;6.0;105.41;91.47;;
20/04/2021;Slovenia;236;0;2095861;-26.0;2.0;23.0;-14.0;-13.0;6.0;106.6;90.15;;
20/04/2021;Spain;7486;114;47332614;-28.0;4.0;1.0;-21.0;-15.0;6.0;68.36;82.37;;
20/04/2021;Sweden;7537;25;10327589;-9.0;4.0;126.0;-31.0;-25.0;7.0;102.62;113.21;;
21/04/2021;Austria;2005;27;8901064;-42.0;-1.0;45.0;-28.0;-25.0;8.0;79.8;91.75;;
21/04/2021;Belgium;4094;36;11522440;-31.0;8.0;63.0;-25.0;-23.0;10.0;104.75;103.2;;
21/04/2021;Bulgaria;2096;106;6951482;-16.0;15.0;24.0;7.0;-19.0;1.0;110.41;86.2;;
21/04/2021;Croatia;2106;42;4058165;-14.0;17.0;52.0;-25.0;-19.0;3.0;122.89;98.71;;
21/04/2021;Czechia;3831;71;10693939;-32.0;15.0;35.0;-17.0;-22.0;8.0;65.76;106.53;;
21/04/2021;Denmark;691;4;5822763;-3.0;1.0;69.0;-31.0;-25.0;7.0;123.24;124.28;;
21/04/2021;Estonia;472;5;1328976;-25.0;12.0;84.0;-21.0;-34.0;7.0;125.9;116.68;;
21/04/2021;Finland;214;2;5525292;-12.0;9.0;93.0;-37.0;-20.0;7.0;109.53;117.14;;
21/04/2021;France;30755;388;67320216;-45.0;2.0;21.0;-37.0;-39.0;12.0;65.41;88.86;;
21/04/2021;Germany;24884;331;83166711;-33.0;2.0;77.0;-29.0;-21.0;9.0;96.81;92.89;;
21/04/2021;Greece;3750;87;10718565;-33.0;24.0;58.0;-33.0;-27.0;6.0;91.55;89.33;;
21/04/2021;Hungary;2527;207;9769526;-20.0;6.0;43.0;-26.0;-26.0;9.0;67.48;99.41;;
21/04/2021;Ireland;386;11;4964440;-36.0;10.0;70.0;-51.0;-37.0;12.0;55.69;80.05;;
21/04/2021;Italy;12069;390;59641488;-30.0;5.0;9.0;-32.0;-19.0;9.0;62.09;82.79;;
